asset,entry_price,stop_loss,exit_price,confidence,reason,timestamp
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:15
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:16
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:17
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:18
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:19
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:20
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:21
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:22
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:23
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:24
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:25
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:26
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:27
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:28
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:29
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:30
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:31
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:32
Unknown,0.0,0.0,0.0,0.3625813221931457,market_conditions,2025-07-25 22:21:33
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:21:34
Unknown,0.0,0.0,0.0,0.3625813221931457,market_conditions,2025-07-25 22:21:35
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:21:36
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:21:37
Unknown,0.0,0.0,0.0,0.3625813221931457,market_conditions,2025-07-25 22:21:38
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:39
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:40
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:41
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:42
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:43
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:44
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:45
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:46
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:47
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:48
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:49
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:21:50
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:21:51
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:21:52
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:21:53
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:54
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:55
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:56
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:57
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:58
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:59
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:22:00
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:22:01
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:22:02
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:22:03
